opp_week,opp_TEAM,opp_OPP,opp_opp_points,opp_first_downs,opp_total_yds,opp_passing_yds,opp_rushing_yds,opp_penalty_cnt,opp_penalty_yds,opp_turnovers,opp_punt_cnt,opp_punt_yds,opp_punt_avg,opp_pos_time
17,NYJ,NE,26,28,330,183,147,4,49,0,8,338,42,2089
1,OAK,TEN,16,21,350,255,95,5,49,0,4,188,41,1701
2,OAK,NYJ,20,17,271,145,126,5,47,2,3,119,35,1738
3,OAK,WAS,27,18,472,356,116,10,77,2,5,221,43,2286
4,OAK,DEN,16,16,298,155,143,6,40,0,6,271,44,1977
5,OAK,BAL,30,19,365,222,143,1,5,0,3,117,37,2023
6,OAK,LAC,17,20,343,263,80,4,32,1,4,223,46,1923
7,OAK,KC,30,19,425,331,94,8,108,0,3,137,46,1836
8,OAK,BUF,34,17,331,165,166,11,95,0,5,226,43,2137
9,OAK,MIA,24,23,395,309,86,11,107,1,5,221,40,1744
11,OAK,NE,33,25,420,331,89,2,10,0,2,95,48,1657
12,OAK,DEN,14,12,219,160,59,9,75,1,8,359,42,1446
13,OAK,NYG,17,15,265,200,65,1,5,2,7,339,45,1721
14,OAK,KC,26,23,408,243,165,7,69,1,3,103,34,2200
15,OAK,DAL,20,21,330,204,126,7,100,2,2,86,43,1940
16,OAK,PHI,19,12,216,138,78,8,60,2,8,334,39,1539
17,OAK,LAC,30,26,495,380,115,7,65,0,2,63,32,2000
1,PHI,WAS,17,16,264,200,64,2,15,4,4,162,41,1544
2,PHI,KC,27,16,344,232,112,5,40,0,5,227,35,1751
3,PHI,NYG,24,21,415,366,49,10,137,2,4,154,31,1348
4,PHI,LAC,24,18,400,342,58,9,39,1,4,191,39,1242
5,PHI,ARI,7,16,307,276,31,7,61,1,7,347,34,1453
6,PHI,CAR,23,23,305,225,80,1,1,3,3,136,45,1886
7,PHI,WAS,24,19,344,269,75,5,55,1,5,239,39,1815
8,PHI,SF,10,14,238,144,94,6,69,2,8,364,41,1623
9,PHI,DEN,23,14,226,191,35,14,105,2,6,302,47,1806
11,PHI,DAL,9,14,225,113,112,2,10,4,5,234,47,1831
12,PHI,CHI,3,8,140,134,6,9,56,2,6,251,39,1372
13,PHI,SEA,24,20,310,209,101,5,46,0,5,199,40,1686
14,PHI,LA,35,17,307,198,109,7,102,2,5,282,50,1248
15,PHI,NYG,29,27,504,429,75,5,67,1,3,74,19,1747
16,PHI,OAK,10,13,274,137,137,7,50,5,5,207,38,2061
17,PHI,DAL,6,16,301,172,129,7,64,1,8,356,38,1805
1,PIT,CLE,18,20,237,180,57,4,61,1,6,242,30,1870
2,PIT,MIN,9,14,237,146,91,11,131,1,6,264,44,1538
3,PIT,CHI,23,18,304,84,220,10,73,2,6,267,42,2039
4,PIT,BAL,9,18,288,206,82,6,55,3,5,222,41,1471
5,PIT,JAX,30,15,313,82,231,4,19,1,5,190,38,1732
6,PIT,KC,13,12,251,223,28,7,48,0,4,190,48,1401
7,PIT,CIN,14,11,179,108,71,5,54,2,5,250,49,1485
8,PIT,DET,15,21,482,411,71,6,57,1,3,119,40,1897
10,PIT,IND,17,13,267,196,71,9,82,1,7,328,46,1802
11,PIT,TEN,17,17,316,264,52,9,65,4,3,142,40,1700
12,PIT,GB,28,15,307,227,80,3,27,0,5,241,46,1584
13,PIT,CIN,20,19,353,223,130,13,173,0,5,246,48,1811
14,PIT,BAL,38,26,413,261,152,5,35,1,3,125,42,1570
15,PIT,NE,27,21,360,283,77,2,4,1,2,96,47,1493
16,PIT,HOU,6,13,227,51,176,7,80,2,7,342,37,1744
17,PIT,CLE,24,17,374,272,102,9,77,2,5,205,39,1855
1,SEA,GB,17,26,370,286,84,8,70,1,5,219,42,2353
2,SEA,SF,9,11,248,89,159,6,66,1,7,307,44,1382
3,SEA,TEN,33,21,420,225,195,5,45,0,6,341,48,1961
4,SEA,IND,18,16,237,139,98,5,31,2,6,250,42,1668
5,SEA,LA,10,21,375,275,100,5,45,5,3,136,42,1724
7,SEA,NYG,7,14,177,131,46,7,28,1,7,304,38,1474
8,SEA,HOU,38,25,509,367,142,8,93,3,5,265,51,1822
9,SEA,WAS,17,16,244,193,51,7,62,1,8,320,34,1661
10,SEA,ARI,16,24,290,256,34,9,58,1,5,230,38,1747
11,SEA,ATL,34,22,279,190,89,7,69,1,3,116,39,1821
12,SEA,SF,13,16,280,196,84,7,74,1,9,342,37,1829
13,SEA,PHI,10,25,425,327,98,7,64,2,3,123,40,1914
14,SEA,JAX,30,19,425,268,157,7,48,1,5,194,38,1981
15,SEA,LA,42,19,352,108,244,3,25,1,5,213,39,2206
16,SEA,DAL,12,21,283,155,128,7,75,3,2,100,46,1970
17,SEA,ARI,26,19,259,143,116,4,25,1,6,319,40,1936
1,SF,CAR,23,20,287,171,116,5,40,2,3,155,49,2061
2,SF,SEA,12,21,312,181,131,9,71,0,7,309,38,2218
3,SF,LA,41,26,418,292,126,7,52,2,2,113,52,1783
4,SF,ARI,18,25,368,317,51,10,80,1,6,293,42,2175
5,SF,IND,26,25,447,288,159,7,62,1,4,191,48,2237
6,SF,WAS,26,25,419,325,94,5,43,2,4,181,31,2212
7,SF,DAL,40,27,501,236,265,5,36,0,3,142,44,1970
8,SF,PHI,33,19,304,192,112,4,35,1,6,275,41,1977
9,SF,ARI,20,20,368,201,167,2,25,2,6,270,43,2182
10,SF,NYG,21,19,374,260,114,4,35,1,3,124,34,1860
12,SF,SEA,24,20,318,228,90,6,35,1,6,287,38,1771
13,SF,CHI,14,8,147,85,62,4,29,0,5,199,36,1273
14,SF,HOU,16,18,311,221,90,8,81,1,6,314,43,1511
15,SF,TEN,23,23,328,238,90,3,22,1,2,111,50,1645
16,SF,JAX,33,32,472,380,92,12,99,3,4,156,30,1849
17,SF,LA,13,15,251,149,102,6,46,2,7,341,44,1851
2,TB,CHI,7,19,310,290,20,8,59,4,3,168,44,1609
3,TB,MIN,34,25,494,369,125,5,53,0,3,121,40,2266
4,TB,NYG,23,24,379,288,91,1,0,0,5,205,34,2053
5,TB,NE,19,23,402,289,113,12,108,2,4,188,40,1850
6,TB,ARI,38,23,432,272,160,7,61,2,2,93,42,1943
7,TB,BUF,30,23,434,261,173,4,35,1,2,101,51,1610
8,TB,CAR,17,14,254,154,100,5,51,1,7,353,47,1931
9,TB,NO,30,21,407,256,151,4,28,2,2,91,46,1938
10,TB,NYJ,10,15,275,219,56,8,77,2,7,354,44,1686
11,TB,MIA,20,18,448,365,83,17,123,5,2,106,50,1691
12,TB,ATL,34,23,516,368,148,4,42,1,2,104,32,1806
13,TB,GB,26,16,276,77,199,7,47,1,4,181,42,1604
14,TB,DET,24,21,434,381,53,8,105,3,5,207,33,1787
15,TB,ATL,24,24,410,209,201,6,60,0,4,161,33,1995
16,TB,CAR,22,20,255,140,115,6,50,1,3,119,40,1830
17,TB,NO,24,18,323,231,92,7,38,1,4,185,46,1707
1,TEN,OAK,26,22,359,250,109,5,49,0,3,158,44,1899
2,TEN,JAX,16,20,310,211,99,10,99,3,5,246,38,1754
3,TEN,SEA,27,24,433,364,69,11,98,0,8,388,40,1639
4,TEN,HOU,57,33,445,272,173,3,20,1,2,122,60,2381
5,TEN,MIA,16,12,178,78,100,5,23,2,9,459,49,1785
6,TEN,IND,22,18,297,212,85,5,51,1,3,160,48,1447
7,TEN,CLE,9,19,284,218,66,12,81,3,4,178,40,1962
9,TEN,BAL,20,24,341,268,73,6,39,2,4,180,40,1942
10,TEN,CIN,20,15,308,255,53,12,84,2,7,351,48,1191
11,TEN,PIT,40,25,349,284,65,7,61,0,3,152,47,1900
12,TEN,IND,16,15,254,165,89,9,67,1,5,235,46,1882
13,TEN,HOU,13,24,384,331,53,11,85,1,3,139,33,2029
14,TEN,ARI,12,16,261,125,136,5,30,0,6,270,43,2029
15,TEN,SF,25,23,414,363,51,7,70,0,1,43,43,1955
16,TEN,LA,27,20,402,286,116,5,44,1,4,200,42,1804
17,TEN,JAX,10,13,229,146,83,6,41,4,8,336,35,1593
1,WAS,PHI,30,19,356,298,58,8,76,2,4,170,42,2056
2,WAS,LA,20,14,332,240,92,7,75,2,4,182,42,1421
3,WAS,OAK,10,7,128,96,32,4,35,3,7,369,49,1314
4,WAS,KC,29,29,429,261,168,3,15,0,3,105,28,2229
6,WAS,SF,24,21,335,250,85,7,40,1,6,254,41,1388
7,WAS,PHI,34,23,371,244,127,9,55,1,3,153,43,1785
8,WAS,DAL,33,18,307,138,169,8,89,1,3,137,46,1999
9,WAS,SEA,14,22,437,289,148,16,138,2,6,263,39,1939
10,WAS,MIN,38,21,406,304,102,3,40,2,2,79,40,1734
11,WAS,NO,34,27,535,375,160,7,54,1,3,119,40,1824
12,WAS,NYG,10,7,170,86,84,6,79,1,9,371,39,1523
13,WAS,DAL,38,21,275,93,182,3,25,0,5,211,41,1948
14,WAS,LAC,30,24,488,314,174,5,40,1,5,266,46,2120
15,WAS,ARI,15,19,286,145,141,8,71,2,5,251,47,2176
16,WAS,DEN,11,18,330,171,159,3,30,3,6,247,41,1827
17,WAS,NYG,18,17,381,121,260,3,25,1,9,363,33,1913
1,LAC,DEN,24,22,321,181,140,3,62,2,3,144,49,2053
2,LAC,MIA,19,21,336,225,111,5,23,0,3,130,29,2002
3,LAC,KC,24,16,311,122,189,13,122,0,5,249,47,1826
4,LAC,PHI,26,26,454,240,214,9,58,0,2,95,46,2358
5,LAC,NYG,22,18,335,183,152,10,67,2,8,353,37,1695
6,LAC,OAK,16,15,274,165,109,5,40,2,4,226,55,1677
7,LAC,DEN,0,12,251,182,69,10,68,3,8,349,33,1864
8,LAC,NE,21,27,414,317,97,6,80,0,3,130,46,2219
10,LAC,JAX,20,20,398,263,135,9,106,2,9,431,42,2101
11,LAC,BUF,24,18,393,220,173,6,48,6,3,120,39,1435
12,LAC,DAL,6,14,247,168,79,7,60,2,5,208,42,1435
13,LAC,CLE,10,17,291,202,89,4,24,2,3,117,36,1503
14,LAC,WAS,13,9,201,136,65,4,48,1,8,347,37,1480
15,LAC,KC,30,20,397,223,174,7,71,0,3,129,41,2001
16,LAC,NYJ,7,13,295,98,197,5,34,3,9,421,44,1622
17,LAC,OAK,10,14,336,231,105,6,85,2,3,136,45,1600
