opp_week,opp_TEAM,opp_OPP,opp_opp_points,opp_first_downs,opp_total_yds,opp_passing_yds,opp_rushing_yds,opp_penalty_cnt,opp_penalty_yds,opp_turnovers,opp_punt_cnt,opp_punt_yds,opp_punt_avg,opp_pos_time
11,BAL,STL,13,13,213,131,82,6,35,4,8,367,43,1628
12,BAL,CLE,27,21,338,275,63,2,15,0,6,283,29,1833
13,BAL,MIA,15,8,219,82,137,5,31,1,9,412,38,1311
14,BAL,SEA,35,28,424,301,123,6,42,1,3,153,36,2143
15,BAL,KC,34,15,277,164,113,6,55,0,5,232,41,1939
16,BAL,PIT,17,21,303,193,110,3,25,2,3,131,44,1540
17,BAL,CIN,24,17,292,147,145,11,72,0,7,303,41,1844
1,BUF,IND,14,23,304,240,64,5,49,3,4,177,43,1744
2,BUF,NE,40,28,507,451,56,11,119,2,1,54,40,1797
3,BUF,MIA,14,21,391,289,102,6,36,3,4,196,47,1687
4,BUF,NYG,24,19,303,211,92,11,85,1,8,355,42,1833
5,BUF,TEN,13,17,276,179,97,9,74,1,6,251,32,2131
6,BUF,CIN,34,21,355,243,112,3,20,0,3,121,40,1800
7,BUF,JAC,34,17,295,175,120,10,66,1,6,269,39,1718
9,BUF,MIA,17,29,397,291,106,8,62,1,3,94,31,1727
10,BUF,NYJ,17,15,318,190,128,3,20,4,5,258,49,1604
11,BUF,NE,20,18,356,271,85,5,61,1,7,288,40,1625
12,BUF,KC,30,21,413,255,158,8,58,0,3,117,37,1768
13,BUF,HOU,21,21,401,275,126,10,89,1,7,285,38,1913
14,BUF,PHI,23,20,348,232,116,5,55,1,7,353,43,1498
15,BUF,WAS,35,23,431,308,123,5,6,1,3,140,40,1744
16,BUF,DAL,6,14,307,186,121,8,65,2,4,138,35,1710
17,BUF,NYJ,17,15,300,178,122,6,41,3,4,161,36,1247
1,CAR,JAC,9,18,265,169,96,3,25,3,5,231,37,1554
2,CAR,HOU,17,21,300,239,61,10,70,1,8,388,43,1651
3,CAR,NO,22,27,380,310,70,8,55,2,2,92,46,1964
4,CAR,TB,23,25,411,270,141,5,48,5,2,82,39,1930
6,CAR,SEA,23,14,332,217,115,8,48,0,7,351,45,1668
7,CAR,PHI,16,20,349,172,177,7,46,1,5,233,46,1866
8,CAR,IND,26,19,359,223,136,2,15,4,6,292,39,2158
9,CAR,GB,29,21,402,331,71,7,87,2,8,357,40,1666
10,CAR,TEN,10,11,242,178,64,4,30,2,5,259,40,1445
11,CAR,WAS,16,9,186,172,14,9,68,5,5,266,53,1313
12,CAR,DAL,14,14,210,179,31,5,40,3,3,141,47,1486
13,CAR,NO,38,21,334,264,70,11,104,1,5,204,41,1406
14,CAR,ATL,0,15,230,176,54,6,54,4,5,228,38,1701
15,CAR,NYG,35,21,406,245,161,7,47,2,7,315,36,1748
16,CAR,ATL,20,21,373,296,77,3,20,1,1,25,25,2138
17,CAR,TB,10,21,386,309,77,5,65,3,4,147,36,1690
1,CHI,GB,31,21,322,189,133,10,74,0,2,97,33,1688
2,CHI,ARI,48,21,300,185,115,8,58,2,3,121,34,1804
3,CHI,SEA,26,17,371,212,159,5,41,0,4,166,42,1956
4,CHI,OAK,20,16,243,173,70,5,47,2,5,242,45,1598
5,CHI,KC,17,16,287,170,117,3,49,0,7,331,42,1583
6,CHI,DET,37,26,546,391,155,10,98,3,4,221,49,2337
8,CHI,MIN,23,17,327,180,147,4,35,1,4,134,33,1638
9,CHI,SD,19,19,339,262,77,8,54,1,4,159,34,1585
10,CHI,STL,13,12,285,191,94,8,57,2,6,296,48,1538
11,CHI,DEN,17,21,389,219,170,8,118,0,7,277,39,1993
12,CHI,GB,13,23,365,188,177,3,38,2,5,178,34,1728
13,CHI,SF,26,13,291,170,121,6,50,0,9,433,38,1486
14,CHI,WAS,24,24,374,275,99,8,63,1,4,172,34,2062
15,CHI,MIN,38,20,350,221,129,4,45,0,3,129,36,1930
16,CHI,TB,21,19,389,285,104,4,47,3,4,173,37,1377
17,CHI,DET,24,22,349,282,67,4,21,0,3,143,45,1950
1,CIN,OAK,13,16,246,183,63,5,32,2,6,260,36,1648
2,CIN,SD,19,19,354,223,131,8,64,3,3,144,38,1809
3,CIN,BAL,24,19,398,362,36,13,116,1,4,174,37,1792
4,CIN,KC,21,24,461,348,113,7,46,1,1,62,55,2213
5,CIN,SEA,24,16,397,197,200,10,112,1,8,407,37,1835
6,CIN,BUF,21,22,368,256,112,8,93,1,5,243,41,1800
8,CIN,PIT,10,21,356,240,116,10,91,3,6,213,29,1809
9,CIN,CLE,10,13,213,144,69,4,28,0,6,274,41,1437
10,CIN,HOU,10,16,256,174,82,5,54,1,8,374,39,1714
11,CIN,ARI,34,21,383,301,82,7,40,2,4,185,45,1725
12,CIN,STL,7,19,345,251,94,7,45,3,5,225,38,1793
13,CIN,CLE,3,18,273,205,68,7,84,2,3,119,34,1742
14,CIN,PIT,33,22,354,270,84,5,82,1,2,98,49,2147
15,CIN,SF,14,17,318,263,55,11,98,4,7,284,41,1741
16,CIN,DEN,20,22,390,277,113,5,40,1,5,217,42,1670
17,CIN,BAL,16,22,341,282,59,4,38,2,4,170,43,1756
1,CLE,NYJ,31,18,333,179,154,4,30,1,3,131,34,1700
2,CLE,TEN,14,21,385,219,166,9,85,3,6,298,24,2111
3,CLE,OAK,27,19,469,314,155,12,85,1,4,157,37,1949
4,CLE,SD,30,23,438,347,91,6,31,0,5,186,29,1541
5,CLE,BAL,30,22,377,196,181,12,98,0,6,297,49,1741
6,CLE,DEN,26,21,442,290,152,8,81,3,7,319,38,2204
7,CLE,STL,24,16,308,150,158,9,75,1,5,244,48,1467
8,CLE,ARI,34,25,491,372,119,5,25,4,2,100,41,2063
9,CLE,CIN,31,23,371,219,152,2,20,0,3,79,20,2163
10,CLE,PIT,30,22,459,399,60,5,50,2,1,42,42,1637
12,CLE,BAL,33,16,336,232,104,7,50,2,4,171,40,1767
13,CLE,CIN,37,20,377,233,144,5,55,0,1,27,27,1858
14,CLE,SF,10,15,221,150,71,5,40,0,7,286,36,1341
15,CLE,SEA,30,28,423,241,182,5,30,0,1,64,44,2073
16,CLE,KC,17,16,258,122,136,5,33,1,5,184,29,1736
17,CLE,PIT,28,16,379,349,30,9,45,3,3,156,41,1563
1,DAL,NYG,26,18,289,190,99,5,44,0,4,179,46,1370
2,DAL,PHI,10,17,226,219,7,8,60,3,7,302,38,1170
3,DAL,ATL,39,26,438,280,158,6,70,0,4,205,45,2053
4,DAL,NO,26,27,438,335,103,8,64,0,4,166,42,1853
5,DAL,NE,30,20,356,247,109,9,65,0,4,175,42,1608
7,DAL,NYG,27,13,289,157,132,3,13,0,5,235,38,1316
8,DAL,SEA,13,19,323,210,113,5,40,1,4,193,46,1778
9,DAL,PHI,33,25,459,287,172,10,70,0,5,241,47,1542
10,DAL,TB,10,23,327,246,81,7,62,2,4,167,36,1796
11,DAL,MIA,14,9,210,140,70,9,74,1,7,305,38,1270
12,DAL,CAR,33,18,294,165,129,8,53,0,2,80,36,2114
13,DAL,WAS,16,15,266,193,73,9,73,1,6,253,34,1967
14,DAL,GB,28,29,435,205,230,8,69,0,6,282,45,2268
15,DAL,NYJ,19,20,372,299,73,8,61,1,5,203,36,1937
16,DAL,BUF,16,19,408,172,236,7,62,2,3,143,37,1890
17,DAL,WAS,34,19,437,291,146,3,20,0,4,200,49,2037
1,DEN,BAL,13,11,173,100,73,3,15,2,6,310,48,1363
2,DEN,KC,24,20,314,170,144,9,60,5,4,210,53,1739
3,DEN,DET,12,21,286,258,28,9,76,3,5,266,47,1868
4,DEN,MIN,20,19,325,212,113,9,63,1,5,217,43,2034
5,DEN,OAK,10,20,288,223,65,6,41,3,4,207,51,2049
6,DEN,CLE,23,20,298,189,109,6,30,3,7,322,40,2000
8,DEN,GB,10,14,140,50,90,2,15,0,5,231,44,1593
9,DEN,IND,27,27,365,245,120,4,30,0,5,226,29,2319
10,DEN,KC,29,13,303,197,106,11,102,0,5,226,43,2007
11,DEN,CHI,15,19,347,261,86,0,0,2,4,137,34,1607
12,DEN,NE,24,16,301,262,39,5,47,1,10,450,41,1557
13,DEN,SD,3,15,272,179,93,8,72,3,4,192,43,1623
14,DEN,OAK,15,8,126,99,27,10,70,0,10,460,44,1442
15,DEN,PIT,34,28,377,354,23,9,63,2,6,232,38,1876
16,DEN,CIN,17,22,294,186,108,6,45,1,5,237,35,2248
17,DEN,SD,20,15,317,207,110,7,45,1,7,355,43,2072
1,DET,SD,33,28,483,388,95,5,40,3,2,104,35,2292
2,DET,MIN,26,20,350,151,199,10,97,1,3,134,44,1866
3,DET,DEN,24,19,354,313,41,9,95,2,5,213,37,1732
4,DET,SEA,13,18,345,235,110,5,30,3,4,192,41,1924
5,DET,ARI,42,15,345,158,187,9,70,0,6,227,38,1408
6,DET,CHI,34,24,444,353,91,9,76,1,5,222,44,2014
7,DET,MIN,28,25,425,285,140,3,31,1,2,90,41,2187
8,DET,KC,45,24,340,134,206,3,20,0,4,164,41,2054
10,DET,GB,16,22,372,325,47,5,55,0,9,372,37,1760
11,DET,OAK,13,13,214,164,50,6,31,0,5,217,39,1438
12,DET,PHI,14,14,227,159,68,2,30,1,6,288,46,1369
13,DET,GB,27,19,313,246,67,7,55,1,6,286,44,1616
14,DET,STL,21,15,317,114,203,5,48,2,6,284,46,1570
15,DET,NO,27,27,399,330,69,6,28,0,4,172,38,1824
16,DET,SF,17,20,322,201,121,11,65,1,3,125,42,1410
17,DET,CHI,20,16,342,234,108,1,15,3,2,102,51,1650
1,GB,CHI,23,25,402,213,189,6,64,1,1,56,56,1912
2,GB,SEA,17,21,324,205,119,6,92,2,5,201,36,1602
3,GB,KC,28,23,326,251,75,7,38,1,6,301,45,1590
4,GB,SF,3,8,196,119,77,4,30,1,6,247,39,1406
5,GB,STL,10,17,334,143,191,8,40,4,4,181,38,2023
6,GB,SD,20,32,548,488,60,9,76,1,3,117,26,2280
8,GB,DEN,29,24,500,340,160,11,93,1,3,120,37,2007
9,GB,CAR,37,20,427,297,130,6,45,1,6,289,45,1934
10,GB,DET,18,16,287,242,45,3,35,2,7,297,41,1840
11,GB,MIN,13,16,342,248,94,8,110,1,6,245,36,1778
12,GB,CHI,17,17,290,189,101,12,95,0,8,323,38,1872
13,GB,DET,23,17,306,205,101,9,108,1,6,274,46,1984
14,GB,DAL,7,11,270,99,171,6,30,1,7,325,45,1332
15,GB,OAK,20,20,372,252,120,10,95,2,5,217,39,1831
16,GB,ARI,38,19,381,260,121,10,119,2,4,172,43,1816
17,GB,MIN,20,14,242,91,151,5,37,2,5,195,36,1458
1,HOU,KC,27,19,330,233,97,2,25,0,7,307,36,2119
2,HOU,CAR,24,25,350,178,172,10,92,1,7,377,43,1949
3,HOU,TB,9,14,318,261,57,10,84,1,7,312,42,1424
4,HOU,ATL,48,22,378,243,135,10,80,0,6,286,41,2152
5,HOU,IND,27,22,323,213,110,7,65,0,3,147,45,1653
6,HOU,JAC,20,26,394,311,83,7,64,3,5,234,38,1798
7,HOU,MIA,44,21,503,255,248,8,52,1,5,246,41,1925
8,HOU,TEN,6,15,211,125,86,6,45,3,7,349,46,1868
10,HOU,CIN,6,16,256,183,73,9,70,2,7,288,40,1886
11,HOU,NYJ,17,16,267,197,70,7,54,2,8,364,40,1595
12,HOU,NO,6,14,268,218,50,10,82,1,6,281,42,1417
13,HOU,BUF,30,15,390,203,187,5,42,0,6,272,45,1687
14,HOU,NE,27,18,313,197,116,6,46,1,6,264,40,2114
15,HOU,IND,10,14,190,140,50,8,94,2,7,288,38,1564
16,HOU,TEN,6,13,257,227,30,4,43,4,9,427,43,1427
17,HOU,JAC,6,11,215,183,32,7,53,4,5,251,47,1463
1,IND,BUF,27,15,342,195,147,11,113,0,5,252,46,1856
2,IND,NYJ,20,20,344,243,101,8,90,1,5,170,34,1908
3,IND,TEN,33,28,433,345,88,6,55,2,5,212,42,2099
4,IND,JAC,13,21,431,289,142,13,92,0,8,307,36,2170
5,IND,HOU,20,24,444,362,82,13,125,2,3,123,36,1947
6,IND,NE,34,22,417,301,116,8,72,1,5,239,45,1648
7,IND,NO,27,22,449,266,183,12,100,1,10,487,43,2303
8,IND,CAR,29,17,379,239,140,6,55,3,7,291,40,2020
9,IND,DEN,24,16,309,274,35,8,56,2,5,215,43,1281
11,IND,ATL,21,21,375,275,100,6,69,4,5,253,47,1641
12,IND,TB,12,21,344,212,132,12,95,1,3,142,41,1655
13,IND,PIT,45,24,522,364,158,4,48,2,1,37,37,1970
14,IND,JAC,51,24,380,226,154,5,40,2,5,228,44,1752
15,IND,HOU,16,20,305,150,155,6,48,2,4,201,34,2036
16,IND,MIA,12,22,361,279,82,9,50,1,3,157,41,1969
17,IND,TEN,24,14,231,94,137,6,60,1,6,300,47,1603
1,KC,HOU,20,24,396,298,98,6,39,2,7,329,33,1481
2,KC,DEN,31,21,299,238,61,8,85,1,7,314,43,1861
3,KC,GB,38,26,448,325,123,12,89,0,5,215,39,2010
4,KC,CIN,36,18,445,321,124,11,84,0,3,143,48,1387
5,KC,CHI,18,21,328,241,87,6,49,1,5,235,44,2017
6,KC,MIN,16,16,321,237,84,5,50,2,4,181,34,1987
7,KC,PIT,13,18,339,192,147,1,5,3,2,91,33,1654
8,KC,DET,10,16,276,195,81,8,81,2,6,282,40,1546
10,KC,DEN,13,18,221,152,69,5,55,5,6,277,45,1593
11,KC,SD,3,14,201,149,52,6,39,2,6,281,45,1592
12,KC,BUF,22,25,415,286,129,9,91,2,3,119,33,1832
13,KC,OAK,20,27,361,262,99,4,21,3,4,158,32,2068
14,KC,SD,3,15,280,236,44,7,48,1,5,234,40,1868
15,KC,BAL,14,19,366,273,93,7,63,3,5,218,41,1661
16,KC,CLE,13,21,368,136,232,8,83,1,3,135,39,1864
17,KC,OAK,17,14,205,157,48,7,59,1,7,271,31,1505
1,SD,DET,28,16,302,233,69,4,29,2,5,176,35,1308
2,SD,CIN,24,20,389,214,175,9,75,2,3,161,47,1791
3,SD,MIN,31,18,284,121,163,3,39,1,4,165,41,1591
4,SD,CLE,27,20,432,332,100,12,91,1,4,192,47,2059
5,SD,PIT,24,14,349,194,155,8,86,1,8,322,40,1577
6,SD,GB,27,17,370,237,133,6,50,0,4,162,42,1320
7,SD,OAK,37,19,412,282,130,14,136,0,4,152,28,1849
8,SD,BAL,29,23,365,293,72,5,46,0,2,122,62,1794
9,SD,CHI,22,25,446,337,109,6,55,2,2,85,43,2015
11,SD,KC,33,22,385,232,153,5,35,0,5,203,41,2008
12,SD,JAC,25,20,420,318,102,6,35,1,3,124,30,1716
13,SD,DEN,17,19,293,159,134,3,18,1,5,183,32,1977
14,SD,KC,10,18,329,179,150,8,53,2,4,154,34,1732
15,SD,MIA,14,13,231,187,44,9,72,1,8,366,40,1267
16,SD,OAK,23,14,281,175,106,16,121,1,8,400,50,2001
17,SD,DEN,27,21,503,293,210,6,35,5,3,134,45,1528
1,MIA,WAS,10,20,349,188,161,11,88,2,3,124,10,2274
2,MIA,JAC,23,19,396,273,123,9,93,0,7,317,39,1808
3,MIA,BUF,41,21,428,277,151,5,40,0,3,137,39,1913
4,MIA,NYJ,27,23,425,218,207,14,163,1,5,212,29,2243
6,MIA,TEN,10,22,299,236,63,7,50,4,3,125,40,1687
7,MIA,HOU,26,24,322,251,71,3,25,1,8,384,46,1675
8,MIA,NE,36,24,437,342,95,8,69,0,6,264,43,1957
9,MIA,BUF,33,18,420,154,266,13,94,0,3,150,44,1873
10,MIA,PHI,19,29,436,353,83,7,54,1,7,254,28,1867
11,MIA,DAL,24,22,386,220,166,10,79,2,3,146,45,2330
12,MIA,NYJ,38,24,411,274,137,6,40,0,5,234,37,1876
13,MIA,BAL,13,22,375,281,94,5,36,2,5,267,46,2289
14,MIA,NYG,31,25,429,337,92,3,25,1,4,180,38,1831
15,MIA,SD,30,26,442,302,140,7,48,2,3,110,31,2333
16,MIA,IND,18,20,268,168,100,6,60,0,5,255,44,1631
17,MIA,NE,10,12,196,126,70,7,41,0,7,361,43,1735
1,MIN,SF,20,25,395,165,230,8,57,1,3,140,44,1982
2,MIN,DET,16,25,323,285,38,6,39,3,4,177,35,1734
3,MIN,SD,14,21,369,279,90,7,74,2,6,263,38,2009
4,MIN,DEN,23,18,344,200,144,8,40,2,3,141,45,1566
6,MIN,KC,10,16,328,271,57,8,95,1,6,250,39,1613
7,MIN,DET,19,14,274,197,77,5,30,0,6,296,46,1413
8,MIN,CHI,20,18,305,208,97,4,38,0,5,221,29,1962
9,MIN,STL,18,18,320,160,160,12,87,0,8,372,42,1947
10,MIN,OAK,14,20,371,287,84,8,82,2,6,257,40,1619
11,MIN,GB,30,19,320,196,124,4,19,0,4,152,38,1822
12,MIN,ATL,10,22,329,213,116,6,78,3,2,98,48,1592
13,MIN,SEA,38,25,433,260,173,9,65,1,2,78,27,2110
14,MIN,ARI,23,22,393,296,97,4,30,0,3,133,38,1919
15,MIN,CHI,17,21,293,199,94,6,39,2,4,161,40,1670
16,MIN,NYG,17,15,363,272,91,7,48,3,6,241,40,1503
17,MIN,GB,13,19,350,274,76,7,54,2,4,178,39,2142
1,NE,PIT,21,23,464,330,134,8,77,1,2,87,43,1925
2,NE,BUF,32,23,349,189,160,14,140,3,6,249,35,1803
3,NE,JAC,17,15,293,236,57,7,114,1,4,195,42,1520
5,NE,DAL,6,18,264,164,100,7,50,2,6,298,41,1992
6,NE,IND,27,24,409,289,120,11,103,0,6,287,47,1952
7,NE,NYJ,23,25,372,283,89,4,29,1,4,161,31,1983
8,NE,MIA,7,18,270,255,15,7,40,2,6,349,45,1643
9,NE,WAS,10,16,250,213,37,4,27,2,4,188,48,1375
10,NE,NYG,26,21,422,342,80,8,49,1,4,164,20,1704
11,NE,BUF,13,16,319,225,94,5,44,1,7,319,41,1975
12,NE,DEN,30,23,433,254,179,6,46,1,8,347,38,2191
13,NE,PHI,35,15,248,120,128,8,97,2,7,328,41,1544
14,NE,HOU,6,7,189,102,87,4,36,1,7,317,39,1486
15,NE,TEN,16,15,282,223,59,3,29,3,5,272,47,1823
16,NE,NYJ,26,24,428,285,143,6,39,1,5,239,40,2044
17,NE,MIA,20,20,438,342,96,10,93,0,5,243,39,1865
1,NO,ARI,31,25,427,307,120,5,30,1,4,158,39,1596
2,NO,TB,26,18,333,194,139,11,90,2,3,116,39,1712
3,NO,CAR,27,24,431,312,119,10,88,0,4,173,23,1636
4,NO,DAL,20,21,335,220,115,6,30,0,5,209,35,1760
5,NO,PHI,39,34,519,333,186,4,35,2,1,50,49,2042
6,NO,ATL,21,23,413,263,150,7,41,3,4,124,22,1650
7,NO,IND,21,15,376,301,75,7,42,3,10,517,45,1297
8,NO,NYG,49,28,416,329,87,6,53,1,4,212,41,1501
9,NO,TEN,34,25,483,371,112,9,66,1,5,253,46,1941
10,NO,WAS,47,24,526,301,225,5,26,0,2,87,39,2014
12,NO,HOU,24,23,362,195,167,6,40,1,4,189,29,2183
13,NO,CAR,41,33,497,322,175,8,87,3,3,114,36,2194
14,NO,TB,17,18,291,176,115,8,80,0,5,206,40,1366
15,NO,DET,35,24,396,246,150,10,92,1,3,133,40,1776
16,NO,JAC,27,21,412,347,65,8,55,2,3,150,50,1327
17,NO,ATL,17,25,419,327,92,4,32,2,2,74,37,1826
1,NYG,DAL,27,27,436,356,80,3,35,3,2,107,52,2230
2,NYG,ATL,24,25,402,346,56,6,65,0,5,273,37,1895
3,NYG,WAS,21,22,393,305,88,7,58,3,2,36,12,1710
4,NYG,BUF,10,14,313,258,55,17,135,2,7,363,49,1767
5,NYG,SF,27,22,380,256,124,4,28,0,3,138,36,1682
6,NYG,PHI,27,24,425,270,155,9,72,4,4,217,50,1830
7,NYG,DAL,20,27,460,227,233,7,46,4,2,66,33,2284
8,NYG,NO,52,36,614,511,103,12,93,2,2,95,41,2099
9,NYG,TB,18,19,385,249,136,9,79,3,2,85,33,1505
10,NYG,NE,27,22,406,329,77,7,93,2,4,200,40,1896
12,NYG,WAS,20,18,407,302,105,7,80,0,6,268,42,2160
13,NYG,NYJ,23,28,463,373,90,8,61,1,5,224,26,2311
14,NYG,MIA,24,16,363,235,128,12,123,1,6,280,38,1769
15,NYG,CAR,38,28,480,309,171,7,88,1,7,318,41,1852
16,NYG,MIN,49,17,368,150,218,2,10,0,4,162,38,2097
17,NYG,PHI,35,23,435,315,120,3,11,2,3,124,33,1686
1,NYJ,CLE,10,15,321,217,104,12,109,5,2,121,54,1900
2,NYJ,IND,7,17,343,250,93,11,84,5,3,149,50,1692
3,NYJ,PHI,24,18,231,108,123,5,21,1,9,440,41,1691
4,NYJ,MIA,14,17,226,167,59,9,80,2,7,322,41,1357
6,NYJ,WAS,20,14,225,191,34,3,15,2,6,288,42,1641
7,NYJ,NE,30,20,353,337,16,4,38,0,3,134,43,1617
8,NYJ,OAK,34,21,451,333,118,6,61,0,3,135,42,1838
9,NYJ,JAC,23,19,436,338,98,4,30,4,5,203,32,1756
10,NYJ,BUF,22,13,280,132,148,5,44,0,8,347,42,1996
11,NYJ,HOU,24,19,364,241,123,3,54,1,8,417,42,2005
12,NYJ,MIA,20,20,333,321,12,6,45,2,8,360,33,1724
13,NYJ,NYG,20,14,355,281,74,8,60,1,5,211,42,1796
14,NYJ,TEN,8,15,292,268,24,3,20,1,6,289,43,1444
15,NYJ,DAL,16,15,309,176,133,6,54,4,4,198,48,1663
16,NYJ,NE,20,16,284,221,63,1,7,1,4,184,44,1713
17,NYJ,BUF,22,18,295,182,113,4,45,1,5,243,44,2353
1,OAK,CIN,33,22,396,269,127,6,50,0,5,219,38,1952
2,OAK,BAL,33,29,493,384,109,10,109,2,2,92,44,1827
3,OAK,CLE,20,21,355,316,39,6,50,2,4,211,51,1651
4,OAK,CHI,22,23,371,273,98,7,48,3,3,136,36,2002
5,OAK,DEN,16,15,297,254,43,6,103,2,6,252,31,1551
7,OAK,SD,29,28,417,327,90,9,86,2,5,211,32,1751
8,OAK,NYJ,20,22,366,292,74,6,40,1,4,182,44,1762
9,OAK,PIT,38,27,597,402,195,5,42,2,5,208,41,1924
10,OAK,MIN,30,21,385,122,263,3,15,0,3,143,40,1981
11,OAK,DET,18,22,375,266,109,7,55,0,5,238,44,2162
12,OAK,TEN,21,19,249,205,44,4,25,2,6,287,40,1505
13,OAK,KC,34,15,232,143,89,11,88,2,5,250,46,1532
14,OAK,DEN,12,20,310,276,34,4,27,2,4,178,37,2158
15,OAK,GB,30,18,293,190,103,6,75,2,4,211,49,1769
16,OAK,SD,20,19,343,271,72,9,75,1,5,214,41,2104
17,OAK,KC,23,23,339,150,189,5,55,2,5,178,36,2095
1,PHI,ATL,26,21,395,290,105,7,57,2,4,231,52,2127
2,PHI,DAL,20,21,359,250,109,18,142,2,6,315,46,2430
3,PHI,NYJ,17,19,323,276,47,6,53,4,8,371,35,1909
4,PHI,WAS,23,25,417,290,127,10,110,1,5,221,31,2468
5,PHI,NO,17,19,388,292,96,7,78,4,6,237,36,1558
6,PHI,NYG,7,18,251,170,81,12,92,3,8,339,39,1770
7,PHI,CAR,27,21,394,190,204,5,43,3,4,157,39,1734
9,PHI,DAL,27,25,411,277,134,8,58,1,4,175,44,2299
10,PHI,MIA,20,15,289,190,99,8,84,0,8,393,42,1733
11,PHI,TB,45,25,521,238,283,9,82,1,4,179,38,2154
12,PHI,DET,45,28,430,322,108,4,29,0,4,184,45,2231
13,PHI,NE,28,27,427,324,103,3,30,2,7,303,24,2056
14,PHI,BUF,20,18,412,260,152,15,101,2,7,315,35,2102
15,PHI,ARI,40,28,493,263,230,1,10,0,4,156,36,2248
16,PHI,WAS,38,25,418,351,67,8,70,0,7,347,47,2055
17,PHI,NYG,30,30,502,294,208,2,10,1,3,107,36,1914
1,PIT,NE,28,26,361,281,80,7,64,0,4,171,42,1675
2,PIT,SF,18,27,409,298,111,7,46,1,4,171,39,2219
3,PIT,STL,6,12,258,187,71,7,97,1,4,170,38,1661
4,PIT,BAL,23,21,356,165,191,4,30,2,4,204,38,2263
5,PIT,SD,20,24,406,354,52,7,54,2,5,267,48,2023
6,PIT,ARI,13,21,469,414,55,9,111,3,3,129,34,1869
7,PIT,KC,23,18,377,239,138,6,66,0,3,164,54,1946
8,PIT,CIN,16,16,296,218,78,10,94,2,4,136,34,1791
9,PIT,OAK,35,24,440,301,139,3,21,4,7,277,39,1676
10,PIT,CLE,9,20,342,327,15,12,188,3,4,160,40,1963
12,PIT,SEA,39,21,436,336,100,8,76,0,6,255,36,1680
13,PIT,IND,10,11,240,186,54,5,30,3,5,211,27,1630
14,PIT,CIN,20,22,385,321,64,4,27,3,2,96,47,1453
15,PIT,DEN,27,20,385,281,104,12,127,2,6,258,39,1724
