opp_week,opp_TEAM,opp_OPP,opp_opp_points,opp_first_downs,opp_total_yds,opp_passing_yds,opp_rushing_yds,opp_penalty_cnt,opp_penalty_yds,opp_turnovers,opp_punt_cnt,opp_punt_yds,opp_punt_avg,opp_pos_time
16,PHI,DAL,9,16,311,257,54,2,20,1,6,237,36,1428
17,PHI,NYG,17,19,397,275,122,4,48,2,6,257,42,1715
1,PIT,NE,33,24,465,366,99,7,55,0,3,123,41,1953
2,PIT,SEA,28,25,425,274,151,10,93,2,4,205,43,2146
3,PIT,SF,24,26,436,268,168,5,71,5,3,150,43,2177
4,PIT,CIN,3,16,175,102,73,8,60,2,5,205,37,1814
5,PIT,BAL,26,22,277,139,138,11,92,3,3,155,41,2340
6,PIT,LAC,17,23,348,316,32,8,74,3,3,128,38,1555
8,PIT,MIA,14,16,230,170,60,5,45,4,2,93,46,1482
9,PIT,IND,24,22,328,189,139,7,89,3,3,135,45,1832
10,PIT,LA,12,16,306,218,88,10,95,4,8,379,42,1700
11,PIT,CLE,21,17,293,189,104,8,121,0,8,366,36,2038
12,PIT,CIN,10,11,244,158,86,7,79,2,9,418,44,1520
13,PIT,CLE,13,19,279,173,106,5,34,2,4,181,42,1926
14,PIT,ARI,17,17,236,165,71,7,75,3,3,164,26,1686
15,PIT,BUF,17,17,261,131,130,8,70,2,6,249,38,1940
16,PIT,NYJ,16,14,259,174,85,3,30,1,6,275,39,1708
17,PIT,BAL,28,19,304,81,223,6,35,2,3,140,39,2367
1,SEA,CIN,20,22,429,395,34,7,57,3,4,177,39,2150
2,SEA,PIT,26,17,261,180,81,5,78,1,5,224,43,1454
3,SEA,NO,33,15,265,177,88,11,70,1,6,324,52,1707
4,SEA,ARI,10,20,321,206,115,7,44,1,3,141,48,1596
5,SEA,LA,29,24,477,395,82,6,45,2,3,153,51,1482
6,SEA,CLE,28,21,406,249,157,9,83,4,2,61,20,1579
7,SEA,BAL,30,14,340,141,199,8,75,0,3,132,40,1794
8,SEA,ATL,20,30,510,441,69,5,40,3,1,36,36,1847
9,SEA,TB,34,29,418,319,99,10,82,1,4,161,37,2125
10,SEA,SF,24,21,302,215,87,5,40,3,5,232,38,2081
12,SEA,PHI,9,23,344,238,106,2,15,5,4,164,36,1915
13,SEA,MIN,30,17,354,276,78,3,30,3,4,170,40,1215
14,SEA,LA,28,26,455,293,162,3,20,2,3,152,50,1864
15,SEA,CAR,24,28,414,269,145,2,15,3,4,183,46,1722
16,SEA,ARI,27,21,412,159,253,5,47,0,6,257,39,2093
17,SEA,SF,26,18,398,270,128,8,57,0,2,94,39,1624
1,SF,TB,17,21,295,174,121,8,87,4,2,42,21,1796
2,SF,CIN,17,14,316,291,25,7,60,1,5,226,44,1661
3,SF,PIT,20,11,239,160,79,6,42,2,6,314,40,1423
5,SF,CLE,3,9,180,78,102,7,55,4,7,397,49,1337
6,SF,LA,7,10,157,48,109,8,59,1,5,269,46,1268
7,SF,WAS,0,10,154,50,104,7,47,1,4,198,42,1596
8,SF,CAR,13,12,230,100,130,9,70,3,7,313,38,1619
9,SF,ARI,25,19,357,204,153,9,65,0,5,253,42,1529
10,SF,SEA,27,19,336,189,147,9,75,4,7,302,40,2119
11,SF,ARI,26,21,266,131,135,10,104,2,4,202,44,1883
12,SF,GB,8,19,198,81,117,5,50,1,6,223,35,2116
13,SF,BAL,20,21,283,105,178,3,23,1,2,103,52,1946
14,SF,NO,46,28,465,349,116,5,50,1,1,45,42,1883
15,SF,ATL,29,20,290,201,89,11,98,1,5,252,46,1752
16,SF,LA,31,24,395,323,72,7,43,1,6,266,44,1941
17,SF,SEA,21,27,348,223,125,5,29,0,3,150,48,1976
1,TB,SF,31,17,256,158,98,11,87,2,2,91,46,1804
2,TB,CAR,14,20,352,313,39,5,50,1,5,253,46,1567
3,TB,NYG,32,17,384,312,72,6,59,2,5,244,47,1608
4,TB,LA,40,36,518,490,28,13,106,4,1,41,41,1644
5,TB,NO,31,25,457,345,112,6,40,1,3,113,38,2007
6,TB,CAR,37,17,268,209,59,3,30,1,7,350,48,1870
8,TB,TEN,27,16,246,174,72,6,77,1,5,248,41,1706
9,TB,SEA,40,31,492,347,145,4,45,1,3,166,45,1693
10,TB,ARI,27,20,417,342,75,11,87,2,3,158,50,1437
11,TB,NO,34,21,328,219,109,9,76,0,3,126,40,2220
12,TB,ATL,22,22,337,280,57,7,60,2,6,261,41,1898
13,TB,JAX,11,14,242,193,49,16,121,4,4,183,41,1588
14,TB,IND,35,16,309,243,66,3,35,1,4,177,44,1545
15,TB,DET,17,16,295,250,45,2,10,3,5,258,48,1601
16,TB,HOU,23,15,229,161,68,4,35,2,6,267,44,1772
17,TB,ATL,28,28,373,286,87,5,53,1,2,70,35,2182
1,TEN,CLE,13,19,346,244,102,18,182,3,5,233,47,1842
2,TEN,IND,19,21,288,121,167,8,65,2,5,248,40,1914
3,TEN,JAX,20,12,292,204,88,4,30,0,6,252,42,1484
4,TEN,ATL,10,24,422,364,58,7,50,1,3,129,42,1841
5,TEN,BUF,14,18,313,204,109,11,78,1,6,300,43,1872
6,TEN,DEN,16,11,270,167,103,8,51,1,8,401,45,1786
7,TEN,LAC,20,24,365,326,39,4,29,1,2,93,40,1665
8,TEN,TB,23,23,389,283,106,9,87,4,3,129,43,1894
9,TEN,CAR,30,22,370,214,156,6,77,1,4,155,36,1997
10,TEN,KC,32,28,530,433,97,9,80,1,1,26,26,2272
12,TEN,JAX,20,23,369,252,117,11,104,1,6,288,44,2216
13,TEN,IND,17,22,391,309,82,6,40,3,3,148,47,1951
14,TEN,OAK,21,22,355,258,97,3,20,1,5,221,40,1848
15,TEN,HOU,24,23,374,234,140,5,27,2,4,185,42,1880
16,TEN,NO,38,23,377,275,102,11,70,0,5,244,41,1864
17,TEN,HOU,14,20,301,192,109,5,35,1,5,248,48,1899
1,WAS,PHI,32,22,436,313,123,6,55,0,3,154,48,2067
2,WAS,DAL,31,25,474,261,213,8,67,1,2,101,46,2002
3,WAS,CHI,31,21,298,208,90,9,59,1,3,140,35,1896
4,WAS,NYG,24,24,389,225,164,5,45,4,3,165,53,2169
5,WAS,NE,33,23,442,312,130,7,55,1,6,286,46,1913
6,WAS,MIA,16,21,271,187,84,5,45,2,7,310,42,1959
7,WAS,SF,9,17,283,146,137,2,20,1,2,94,47,2004
8,WAS,MIN,19,22,434,273,161,7,74,1,0,0,0,2196
9,WAS,BUF,24,18,268,146,122,2,20,0,3,120,40,1907
11,WAS,NYJ,34,23,400,285,115,6,55,2,4,168,35,1939
12,WAS,DET,16,21,364,189,175,6,65,4,4,162,41,2010
13,WAS,CAR,21,22,278,213,65,5,43,2,8,338,40,1763
14,WAS,GB,20,18,341,167,174,5,34,1,4,161,34,1824
15,WAS,PHI,37,27,415,258,157,7,54,1,3,140,44,2217
16,WAS,NYG,41,28,552,346,206,4,33,0,4,135,27,1917
17,WAS,DAL,47,22,517,294,223,10,81,1,2,62,31,2055
