opp_week,opp_TEAM,opp_OPP,opp_opp_points,opp_first_downs,opp_total_yds,opp_passing_yds,opp_rushing_yds,opp_penalty_cnt,opp_penalty_yds,opp_turnovers,opp_punt_cnt,opp_punt_yds,opp_punt_avg,opp_pos_time
4,PHI,TEN,26,22,397,327,70,4,30,1,5,254,38,2130
5,PHI,MIN,23,19,375,298,77,4,23,1,2,78,39,1967
6,PHI,NYG,13,17,401,254,147,5,61,1,5,253,41,1650
7,PHI,CAR,21,19,371,250,121,5,78,0,5,209,35,1483
8,PHI,JAX,18,16,335,265,70,5,45,1,2,96,48,1642
10,PHI,DAL,27,23,410,239,171,5,37,0,4,163,38,2002
11,PHI,NO,48,28,546,373,173,8,69,0,2,99,51,2254
12,PHI,NYG,22,18,402,276,126,11,91,1,3,133,43,1642
13,PHI,WAS,13,10,235,131,104,10,69,1,6,290,45,1241
14,PHI,DAL,29,32,576,434,142,11,110,3,2,102,47,2733
15,PHI,LA,23,23,407,325,82,5,50,3,3,169,52,1704
16,PHI,HOU,30,25,371,309,62,10,61,1,4,161,38,1575
17,PHI,WAS,0,8,89,68,21,2,15,1,5,224,44,1001
1,PIT,CLE,21,22,327,150,177,11,87,1,12,522,37,2088
2,PIT,KC,42,24,449,322,127,12,76,1,2,100,47,1669
3,PIT,TB,27,28,455,392,63,9,80,4,3,126,37,1779
4,PIT,BAL,26,24,451,355,96,7,50,1,4,175,38,2103
5,PIT,ATL,17,22,324,262,62,7,75,1,4,117,23,1852
6,PIT,CIN,21,19,275,213,62,6,30,0,6,270,41,1504
8,PIT,CLE,18,17,237,163,74,7,52,1,5,235,38,1668
9,PIT,BAL,16,18,265,204,61,5,25,0,4,189,38,1411
10,PIT,CAR,21,18,242,147,95,5,42,2,5,205,39,1765
11,PIT,JAX,16,15,243,64,179,11,111,1,9,415,38,2260
12,PIT,DEN,24,17,308,184,124,6,50,0,6,282,46,1500
13,PIT,LAC,33,22,371,286,85,5,80,0,4,145,34,1872
14,PIT,OAK,24,20,354,299,55,13,130,1,4,194,42,1956
15,PIT,NE,10,18,368,272,96,14,106,1,5,216,43,1751
16,PIT,NO,31,24,370,313,57,9,91,1,3,141,47,1720
17,PIT,CIN,13,9,196,71,125,9,85,0,6,278,43,1538
1,SEA,DEN,27,25,470,324,146,7,60,3,6,267,43,2108
2,SEA,CHI,24,20,271,185,86,7,55,2,5,206,38,2064
3,SEA,DAL,13,17,303,137,166,7,55,3,5,240,43,1636
4,SEA,ARI,17,18,263,171,92,5,38,1,5,253,43,1694
5,SEA,LA,33,30,468,313,155,7,45,2,1,38,41,1770
6,SEA,OAK,3,15,185,106,79,5,38,2,3,92,31,1714
8,SEA,DET,14,21,331,297,34,4,32,3,4,181,38,1505
9,SEA,LAC,25,18,375,215,160,12,105,0,6,258,42,1459
10,SEA,LA,36,25,456,307,149,10,102,0,2,89,40,1763
11,SEA,GB,24,14,359,311,48,5,80,0,6,284,44,1542
12,SEA,CAR,27,26,476,256,220,3,30,1,1,55,55,1774
13,SEA,SF,16,24,452,386,66,13,128,3,5,202,41,1950
14,SEA,MIN,7,16,276,199,77,4,51,1,5,213,39,1691
15,SEA,SF,26,20,351,257,94,8,66,1,4,192,41,1780
16,SEA,KC,31,22,419,265,154,8,76,2,3,144,44,1498
17,SEA,ARI,24,12,198,113,85,3,20,2,5,247,45,1851
1,SF,MIN,24,19,343,227,116,7,52,1,6,230,36,1869
2,SF,DET,27,25,427,329,98,10,105,1,5,211,39,1826
3,SF,KC,38,31,384,307,77,6,48,0,2,87,43,1801
4,SF,LAC,29,21,368,242,126,5,49,1,4,174,42,1946
5,SF,ARI,28,10,220,164,56,5,46,0,8,317,39,1188
6,SF,GB,33,26,521,405,116,6,54,0,4,155,34,1868
7,SF,LA,39,20,339,193,146,1,10,0,4,122,29,1971
8,SF,ARI,18,20,321,233,88,9,62,2,5,229,39,1661
9,SF,OAK,3,14,242,140,102,6,40,0,6,225,37,1886
10,SF,NYG,27,17,277,180,97,8,78,0,5,238,43,1546
12,SF,TB,27,25,412,304,108,9,70,0,5,230,45,2049
13,SF,SEA,43,21,331,163,168,10,100,0,4,199,47,1650
14,SF,DEN,14,22,274,171,103,11,62,0,6,287,40,1759
15,SF,SEA,23,18,385,217,168,14,148,0,8,426,45,2234
16,SF,CHI,14,20,325,235,90,4,30,2,3,119,33,2130
17,SF,LA,48,28,377,222,155,6,57,0,3,130,43,1910
1,TB,NO,40,26,475,432,43,8,77,2,3,156,46,1671
2,TB,PHI,21,24,412,321,91,6,55,2,5,280,46,2139
3,TB,PIT,30,22,413,335,78,13,155,1,5,228,42,1821
4,TB,CHI,48,28,483,344,139,4,38,0,2,96,47,1686
6,TB,ATL,34,26,417,347,70,5,30,0,4,180,41,1899
7,TB,CLE,23,17,305,186,119,14,114,1,9,465,45,1827
8,TB,CIN,37,21,402,264,138,4,46,0,6,263,43,1441
9,TB,CAR,42,22,407,228,179,9,84,0,4,200,46,1860
10,TB,WAS,16,15,286,170,116,8,52,0,5,247,48,1728
11,TB,NYG,38,19,359,196,163,8,60,0,4,166,34,1673
12,TB,SF,9,23,342,194,148,8,68,2,6,260,42,1551
13,TB,CAR,17,27,444,276,168,7,104,4,2,113,47,1806
14,TB,NO,28,19,298,198,100,6,51,2,3,155,42,1913
15,TB,BAL,20,24,370,128,242,8,70,2,3,127,38,2230
16,TB,DAL,27,16,232,152,80,10,67,0,4,166,42,1481
17,TB,ATL,34,27,489,380,109,9,85,1,5,245,43,2086
1,TEN,MIA,27,18,342,222,120,7,51,2,4,215,33,1825
2,TEN,HOU,17,21,437,289,148,11,88,1,4,164,36,1778
3,TEN,JAX,6,12,232,145,87,8,75,1,6,273,38,1633
4,TEN,PHI,23,25,432,315,117,8,77,1,6,308,40,2065
5,TEN,BUF,13,18,223,79,144,4,30,1,4,175,29,2029
6,TEN,BAL,21,23,361,238,123,10,70,1,4,175,44,2254
7,TEN,LAC,20,14,344,297,47,4,31,0,3,115,38,1477
9,TEN,DAL,14,18,297,225,72,6,52,2,3,134,41,1534
10,TEN,NE,10,16,284,244,40,4,31,0,6,298,39,1623
11,TEN,IND,38,26,397,295,102,7,60,0,3,142,47,1876
12,TEN,HOU,34,19,462,181,281,3,53,0,5,224,37,1798
13,TEN,NYJ,22,15,280,124,156,11,96,1,6,267,38,2002
14,TEN,JAX,9,17,255,195,60,7,67,1,5,250,48,1840
15,TEN,NYG,0,15,260,213,47,10,58,2,6,237,38,1479
16,TEN,WAS,16,17,292,131,161,8,49,2,2,107,46,1983
17,TEN,IND,33,24,436,278,158,12,96,2,4,191,45,2413
1,WAS,ARI,6,14,213,145,68,9,67,2,5,263,46,1312
2,WAS,IND,21,17,281,177,104,6,26,2,5,235,42,1600
3,WAS,GB,17,19,340,240,100,11,115,1,5,232,45,1855
5,WAS,NO,43,27,447,349,98,4,45,1,0,0,0,1997
6,WAS,CAR,17,22,350,269,81,8,55,3,3,133,34,1476
7,WAS,DAL,17,17,323,250,73,8,65,2,5,208,37,1745
8,WAS,NYG,13,18,303,266,37,11,102,2,5,220,44,1582
9,WAS,ATL,38,25,491,337,154,7,50,1,2,103,52,1976
10,WAS,TB,3,29,501,398,103,5,50,4,1,44,24,1872
11,WAS,HOU,23,19,320,181,139,7,40,3,1,30,30,1743
12,WAS,DAL,31,20,404,258,146,4,30,0,6,287,41,2003
13,WAS,PHI,28,28,436,306,130,5,38,1,2,93,46,2359
14,WAS,NYG,40,19,402,175,227,2,18,1,6,258,43,1809
15,WAS,JAX,13,11,192,20,172,8,55,2,5,262,50,1614
16,WAS,TEN,25,20,291,192,99,2,10,0,4,169,42,1617
17,WAS,PHI,24,25,360,231,129,5,25,1,3,123,34,2599
