Week,Year,GID,FirstName,LastName,Pos,Team,h/a,Oppt,fd_points,fd_salary
14,2016,6206,Tucker, Justin,PK,bal,a,nwe,13,5200
14,2016,6211,Sturgis, Caleb,PK,phi,h,was,12,4500
14,2016,6120,Folk, Nick,PK,nyj,a,sfo,11,4500
14,2016,6238,Aguayo, Roberto,PK,tam,h,nor,11,4500
14,2016,6239,Lutz, Wil,PK,nor,a,tam,10,4800
14,2016,6169,Succop, Ryan,PK,ten,h,den,10,4500
14,2016,6159,Prater, Matt,PK,det,h,chi,10,4900
14,2016,6225,Boswell, Chris,PK,pit,a,buf,9,4600
14,2016,6104,Crosby, Mason,PK,gnb,h,sea,8,4700
14,2016,6048,Janikowski, Sebastian,PK,oak,a,kan,8,4900
14,2016,6071,Bryant, Matt,PK,atl,a,lar,6,5200
14,2016,6016,Dawson, Phil,PK,sfo,h,nyj,6,4500
14,2016,6093,Nugent, Mike,PK,cin,a,cle,6,4500
14,2016,6237,Franks, Andrew,PK,mia,h,ari,6,4500
14,2016,6229,Catanzaro, Chandler,PK,ari,a,mia,5,4600
14,2016,6037,Vinatieri, Adam,PK,ind,h,hou,5,5100
14,2016,6166,Barth, Connor,PK,chi,a,det,5,4800
14,2016,6227,McManus, Brandon,PK,den,a,ten,4,4600
14,2016,6233,Lambo, Josh,PK,sdg,a,car,4,4600
14,2016,6098,Gostkowski, Stephen,PK,nwe,h,bal,4,4800
14,2016,6096,Gould, Robbie,PK,nyg,h,dal,4,4500
14,2016,6230,Parkey, Cody,PK,cle,h,cin,4,4500
14,2016,6167,Hauschka, Steven,PK,sea,a,gnb,4,4700
14,2016,6224,Santos, Cairo,PK,kan,h,oak,3,4500
14,2016,6209,Hopkins, Dustin,PK,was,a,phi,3,4800
14,2016,6163,Carpenter, Dan,PK,buf,h,pit,2,4600
14,2016,6205,Zuerlein, Greg,PK,lar,h,atl,2,4500
14,2016,6194,Bailey, Dan,PK,dal,a,nyg,1,4700
14,2016,7002,Atlanta Defense,Def,atl,a,lar,26,4700
14,2016,7012,Green Bay Defense,Def,gnb,h,sea,19,4400
14,2016,7005,Carolina Defense,Def,car,h,sdg,18,4400
14,2016,7016,Miami Defense,Def,mia,h,ari,15,4500
14,2016,7006,Chicago Defense,Def,chi,a,det,14,4200
14,2016,7009,Dallas Defense,Def,dal,a,nyg,13,4600
14,2016,7020,New York G Defense,Def,nyg,h,dal,13,4500
14,2016,7029,Tampa Bay Defense,Def,tam,h,nor,11,4100
14,2016,7015,Kansas City Defense,Def,kan,h,oak,11,4300
14,2016,7030,Tennessee Defense,Def,ten,h,den,11,4500
14,2016,7023,Philadelphia Defense,Def,phi,h,was,10,4200
14,2016,7007,Cincinnati Defense,Def,cin,a,cle,9,5000
14,2016,7031,Washington Defense,Def,was,a,phi,9,4600
14,2016,7022,Oakland Defense,Def,oak,a,kan,8,4300
14,2016,7032,Houston Defense,Def,hou,a,ind,8,4700
14,2016,7027,San Francisco Defense,Def,sfo,h,nyj,8,4200
14,2016,7024,Pittsburgh Defense,Def,pit,a,buf,8,4500
14,2016,7018,New England Defense,Def,nwe,h,bal,8,4700
14,2016,7001,Arizona Defense,Def,ari,a,mia,7,4700
14,2016,7017,Minnesota Defense,Def,min,a,jac,7,4800
14,2016,7010,Denver Defense,Def,den,a,ten,6,4900
14,2016,7004,Buffalo Defense,Def,buf,h,pit,6,4400
14,2016,7003,Baltimore Defense,Def,bal,a,nwe,6,4300
14,2016,7019,New Orleans Defense,Def,nor,a,tam,5,4000
14,2016,7011,Detroit Defense,Def,det,h,chi,5,4600
14,2016,7008,Cleveland Defense,Def,cle,h,cin,4,4000
14,2016,7026,San Diego Defense,Def,sdg,a,car,4,4500
14,2016,7013,Indianapolis Defense,Def,ind,h,hou,4,4400
